document_name,article_number,livre,titre,chapitre,section,sous_section,pages,content,source_relative_path
Recueil des textes législatifs et réglementaires de BAM _ VF,4,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,317-318,"Les actifs acquis par dation en paiement ou par vente à réméré font l’objet d’une évaluation au moins annuelle pour identifier et comptabiliser toute perte de valeur. Cette évaluation est conduite par un expert indépendant figurant sur la liste des évaluateurs immobiliers d’OPCI pour les biens d’une valeur supérieure à 20 millions de dirhams. 318­ Un évaluateur est indépendant s’il répond aux conditions suivantes : - S’il s’agit d’un évaluateur externe, il n’a pas de lien avec le prêteur, qu’il soit de subordination, familial ou capitalistique et ne présente aucun intérêt économique personnel vis-à-vis du bien évalué ; - S’il s’agit d’un évaluateur interne et en sus des conditions susmentionnées, il n’intervient pas dans le processus de prise de décision en matière de crédit.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,6,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,318,"Les établissements mettent en place un dispositif approprié de gestion des actifs acquis par dation en paiement ou par vente à réméré et des risques y associés qui repose au minimum sur : - une procédure d’acquisition ; - une procédure d’évaluation de ces actifs couvrant notamment la sélection des évaluateurs, la fréquence des évaluations, les méthodes d’évaluation appropriées et adaptées à chaque classe d’actifs prenant en considération les risques associés à ces biens ; - une documentation juridique, administrative, technique et financière des dossiers se rapportant à ces actifs ; - des plans d’action pour la gestion de ces actifs et des risques qui y sont associés ; - des limites internes ; - des rapports réguliers adressés à l’organe de direction sur ces actifs et les plans d’action y afférents.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,7,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,318,"Le système d’information de l’établissement doit permettre de retracer les opérations de dation en paiement et de vente à réméré, notamment les informations portant sur la date d’acquisition, la période de détention et les financements qui y sont adossés, qu’ils soient octroyés dans le cadre de l’acquisition ou de la valorisation de ces actifs par des filiales.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,8,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,318,"La fonction de contrôle permanent s’assure du respect des procédures mises en place par l’établissement pour la gestion, l’évaluation et la cession des actifs acquis par dation en paiement et par vente à réméré, ainsi que la gestion des risques associés à ces biens.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,9,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,318,"La fonction d’audit interne évalue périodiquement l’efficacité du dispositif mis en place par l’établissement pour la gestion, l’évaluation y compris le choix des évaluateurs et les méthodes d’évaluation utilisées et la cession des actifs acquis par dation en paiement ou par vente à réméré ainsi que la gestion des risques associés à ces biens.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,10,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,318-319,L’établissement formalise et documente son intention quant à la détention des actifs acquis par dation en paiement et vente à réméré. 319­ Les actifs acquis par dation en paiement ou par vente à réméré doivent être imputés au niveau des comptes appropriés prévus au niveau de l’annexe à la présente directive. Les actifs acquis avant l’entrée en vigueur de cette directive doivent être transférés dans les comptes appropriés à leur valeur nette comptable.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,12,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,319,"Les actifs acquis par dation en paiement affectés par l’établissement en tant qu’immobilisation sont notifiés, par courrier, à Bank Al-Maghrib ainsi que les raisons motivant ces affectations. Une notification est également effectuée pour les actifs acquis par vente à réméré n’ayant pas fait l’objet de la faculté de réméré par le débiteur et ayant été affectés en tant qu’immobilisation.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,13,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,319,Les établissements de crédit communiquent à Bank Al-Maghrib les informations sur les opérations de dation en paiement et les ventes à réméré dans les conditions fixées par elle.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,14,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,319,Les dispositions de la présente directive s’appliquent également aux biens acquis par voie d’adjudication.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,15,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,319,"L’organe de direction soumet à l’organe d’administration un rapport annuel sur les actifs acquis par voie de dation en paiement et vente à réméré retraçant les biens détenus, les opérations réalisées, le programme de cession et la conformité aux dispositions réglementaires de Bank Al-Maghrib édictées en la matière.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,16,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,319-327,"Les dispositions de la présente directive entrent en vigueur à la date de sa signature. 320­ Liste des comptes Les actifs immobiliers acquis par voir de dation en paiement, de vente à réméré et d’adjudication doivent être logés dans un poste à créer au niveau du plan comptable des établissement de crédit (PCEC) intitulé « 373 - Biens immobiliers acquis par voie de dation en paiement, de vente à réméré et d’adjudication ». Ce poste comprend les postes suivants : DE VENTE A REMERE ET D’ADJUDICATION Les dotations et reprises pour dépréciation sur les actifs immobiliers acquis par voie de dation en paiement, de vente à réméré et d’adjudication doivent être logées au niveau des comptes à créer au niveau du PCEC suivants : IRRECOUVRABLES immobiliers acquis par voie de dation en paiement, de vente à réméré et d’adjudication immobiliers acquis par voie de dation en paiement, de vente à réméré et d’adjudication Les plus ou moins-values de cession des biens immobiliers acquis par voie de dation en paiement et de vente à réméré sont à loger au niveau des comptes suivants : paiement réméré PARTICIPATIFS paiement réméré 321­ 2.5.4 – CODES D’ETHIQUE RELATIFS AU FINANCEMENT DES ACTIFS IMMOBILIERS ET AUX SERVICES PORTANT SUR LES ACTIFS Code d’éthique relatif au financement des actifs immobiliers.104 Préambule Considérant les dispositions légales et réglementaires en vigueur régissant notamment l’activité des établissements de crédit, la promotion immobilière, l’acquisition de logements, la liberté des prix et de la concurrence et la protection des consommateurs ; Considérant les circulaires, directives, instructions et toutes autres correspondances émanant de Bank Al-Maghrib ou de tous autres organismes habilités par la loi à réguler les questions liées directement ou indirectement aux activités du marché immobilier ; Considérant la volonté des établissements de crédit de circonscrire toute pratique susceptible de fausser le jeu de la concurrence ou de porter atteinte aux intérêts de la profession bancaire et de la clientèle ; Considérant les initiatives et les efforts déployés par Bank Al-Maghrib visant le développement du financement du marché immobilier sur des bases saines et solides. Les établissements de crédit conviennent, en concertation avec Bank Al- Maghrib, de se doter d’un code d’éthique relatif au financement de l’immobilier. 1/ Objet Le présent code a pour objet de définir les règles et principes éthiques que les établissements de crédit doivent observer en vue de garantir un financement sain et approprié des actifs immobiliers. 2/ Relations avec la clientèle Les établissements de crédit doivent développer chez leurs collaborateurs un comportement professionnel et un sens du service rendu à la clientèle dans le respect des règles du présent Code d’éthique. Les établissements de crédit s’informent sur la situation notamment financière, patrimoniale et professionnelle de leurs clients, leurs besoins et leurs contraintes et veillent à les informer de manière transparente et fidèle sur les services et produits offerts. Les établissements de crédit doivent informer la clientèle de toutes les commissions et autres frais liés à la constitution des dossiers de crédit. Ils doivent l’informer des avantages et risques liés à chaque type de taux d’intérêt proposé (fixe ou variable). Les établissements de crédit s’engagent à formaliser par écrit d’une manière claire les termes et obligations réciproques avec les clients et disposer des procédures et études nécessaires pour mener convenablement les opérations de financement. Les établissements de crédit s’efforcent d’être à l’écoute de leur clientèle et, au cas où une réclamation leur parviendrait, mettent tout en œuvre pour y donner suite avec diligence et objectivité. 2008. 322­ 3/ Conditions de financement des actifs immobiliers Les conditions de financement doivent observer les normes objectives d’appréciation du risque tout en prenant en considération le libre jeu de la Les établissements de crédit doivent respecter la directive édictée par Bank AI-Maghrib relative aux éléments minimums devant être requis dans le cadre de l’instruction des dossiers de crédit. Les établissements de crédit doivent s’assurer que leurs financements ne soient pas accordés pour : - l’acquisition de logements économiques par des clients non agrées ; - l’acquisition de plusieurs logements économiques par un seul client ; - à l’achat de terrains dans un but spéculatif. 3-1 Crédits octroyés pour l’acquisition de logements Les établissements de crédit doivent tenir compte de la capacité d’endettement de leurs clients. Ils doivent accorder une attention particulière à la détermination des revenus devant servir de base à l’octroi des crédits et à la capacité de remboursement de l’emprunteur. Dans tous les cas, il ne faudra tenir compte que des revenus découlant des activités salariales ou professionnelles régulières. Cette vigilance doit être de mise même si le crédit bénéficie de la garantie d’un fond public. Les établissements de crédit doivent s’assurer préalablement à l’octroi de tout nouveau crédit à un client, que ce dernier a régularisé tous incidents de paiement, impayés ou créances en souffrance qui pourraient être constatés à l’occasion de la consultation des différentes centrales d’information. Les établissements de crédit doivent s’interdire de financer l’informel en limitant le financement au prix d’achat déclaré tel qu’il ressort des compromis de vente et ce, aussi bien pour les crédits à l’achat de logements que pour les crédits à l’acquisition de terrains. Ils généralisent l’application, pour toute catégorie de clientèle, les formules d’assurances vie-invalidité et incendie explosion. 3-2 Crédits octroyés pour la promotion immobilière Les établissements de crédit doivent s’interdire de financer l’intégralité de la valeur d’acquisition des terrains. Ils doivent requérir auprès des promoteurs immobiliers des informations suffisantes sur leurs projets et leurs plans de trésorerie prévisionnelle et adapter les financements à la nature de ces projets. 4/ Publicité et communication et respect des bonnes pratiques de la concurrence Les établissements de crédit doivent agir honnêtement et équitablement dans l’intérêt de l’intégrité du marché immobilier. Ils doivent observer les règles de transparence dans les actions publicitaires se rapportant aux produits et services et leurs conditions tarifaires. Ils veillent à se conformer à une présentation publicitaire des produits de financement de leurs conditions tarifaires qui en donne une image honnête et fidèle. Ils s’efforcent de ne pas s’attribuer, par rapport à la concurrence, un caractère de supériorité ou d’exclusivité par une présentation publicitaire exagérée, insidieuse ou dénigrante ou trompeuse. 323­ Ils s’abstiennent de détourner la clientèle d’un concurrent à leur profit en utilisant des moyens contraires aux pratiques saines en matière de 5/ Diffusion Les établissements de crédit s’engagent à diffuser le présent code auprès de leurs collaborateurs et de toutes leurs filiales opérant dans le marché immobilier et faire en sorte qu’il soit strictement respecté. 6/ Comité de suivi Un comité de suivi, composé des représentants de Bank Al-Maghrib et du GPBM veillera à l’application et à l’amélioration des dispositions de ce code. 324­ Code d’éthique relatif aux services portant sur les actifs financiers.105 Préambule Considérant les dispositions légales et réglementaires en vigueur régissant notamment l’activité des établissements de crédit, les marchés de capitaux, la liberté des prix et de la concurrence ; Considérant les circulaires, directives, instructions et toutes autres correspondances émanant des autorités de supervision du secteur financier ainsi que celles émanant de la société gestionnaire de la bourse des valeurs de Casablanca ; Considérant la volonté des banques et des sociétés de bourse, ci-après dénommées « établissements financiers », de circonscrire toute pratique susceptible de fausser le jeu de la concurrence, le bon fonctionnement des marchés financiers ou de porter atteinte aux intérêts de la profession et de la clientèle ; Considérant les initiatives et les efforts déployés par les autorités de supervision visant le développement des marchés financiers sur des bases de fiabilité, de solidité et de professionnalisme. Les établissements financiers conviennent, en concertation avec Bank Al- Maghrib et le Conseil Déontologique des Valeurs Mobilières, de doter la place financière d’un code d’éthique relatif au financement des actifs financiers. 1/ Objet Le présent code a pour objet de définir les règles et principes éthiques que les établissements financiers doivent observer en vue de garantir un financement sain et approprié des actifs financiers. 2/ Relation avec la clientèle Les établissements financiers doivent développer chez leurs collaborateurs un comportement professionnel et un sens du service rendu à la clientèle dans le respect des règles du présent Code d’éthique. 2-1) Formalisation de la relation Les établissements financiers s’engagent à : - formaliser par écrit d’une manière claire les termes et obligations réciproques avec les clients et disposer des procédures adéquates pour la bonne fin de leurs opérations ; - être constamment à l’écoute de leur clientèle et en cas de réclamation, ils s’efforcent de déployer tous moyens nécessaires pour y donner suite avec objectivité et diligence notamment par l’usage de la médiation. 2-2) Transparence Les établissements financiers veillent à : - informer leurs clients de manière transparente et fidèle sur les services et produits offerts ; - mettre à la disposition des clients investisseurs la grille des commissions et tarifs liés aux services offerts ; - énoncer de façon compréhensive et claire les engagements éventuels devant être assumés par les clients. 105 Adopté par le Groupement Professionnel des Banques du Maroc en mars 2008, après 325­ 2-3) Conseil à la clientèle Le conseil à la clientèle en matière d’investissement dans les actifs financiers ne devrait être confié qu’à des personnes compétentes en la matière. Dans tous les cas, les établissements financiers avisent leur clientèle que l’investissement en bourse comporte des risques. Avant de souscrire à une opération d’introduction en bourse, les établissements financiers rappellent au client que : - la note d’information de l’émetteur est disponible et qu’il a tout intérêt à la consulter avant de prendre une décision d’investissement ; - le visa du CDVM n’implique ni approbation de l’opportunité de l’opération ni authentification des informations présentées et qu’il a été attribué après examen de la pertinence et de la cohérence de l’information donnée dans la perspective de l’opération proposée aux investisseurs ; - le succès ou l’échec d’opérations antérieures ne préjuge pas du résultat de l’introduction en cours. Chaque opération est un cas unique. 3/ Conditions de financement des actifs financiers 3-1) Souscriptions aux introductions en bourse A l’occasion de toute nouvelle introduction en bourse, les établissements financiers s’engagent à recommander à l’émetteur d’éviter la pratique de l’effet de levier pour que toute souscription à une introduction en bourse soit couverte par des fonds détenus par le client au moment de la souscription. 3-2) Opérations sur le marché secondaire Les conditions de financement doivent observer les normes objectives de cotation et d’appréciation du risque tout en prenant en considération le libre jeu de la concurrence. Les banques doivent définir une norme de financement des valeurs mobilières à acquérir sur le marché secondaire, notamment par des produits dédiés. Le financement par nantissement de portefeuille de valeurs mobilières ne doit se faire que sur des titres détenus au moment de la conclusion du contrat de crédit. La quotité de financement d’un portefeuille de valeurs mobilières ne peut excéder un pourcentage déterminé de la valeur de ce portefeuille. Cette quotité est déterminée en fonction de l’appréciation des risques liés à l’opération de financement. Les banques devraient procéder à une valorisation périodique du portefeuille des titres nantis en vue d’assurer une bonne gestion des risques, compte tenu de la volatilité de ces actifs. 4/ Communication d’information portant sur les actifs financiers Les établissements financiers veillent à améliorer les procédures de communication et d’analyses financières en vue d’éviter des annonces susceptibles de créer une confusion dans l’esprit du public. Ils doivent agir honnêtement et équitablement dans l’intérêt de l’intégrité des marchés de capitaux. 5/ Diffusion Les établissements financiers s’engagent à diffuser le présent code auprès de leurs collaborateurs et de toutes leurs filiales opérant dans le marché financier et faire en sorte qu’il soit strictement respecté. 326­ 6/ Comité de suivi Un comité de suivi, composé des représentants de Bank Al-Maghrib, du CDVM, du GPBM et de l’APSB veillera à l’application et à l’amélioration des dispositions du présent code. Les établissements financiers signalent au comité de suivi toute pratique contraire aux dispositions du présent code, susceptible de porter atteinte aux intérêts de la profession et de la clientèle. 327­ 2.5.5 – RISQUE-PAYS Directive n° 1/G/2008 du 16 Juillet 2008 relative au dispositif de gestion du risque-pays Le Gouverneur de Bank Al-Maghrib ; Vu la loi n° 34-03 relative aux établissements de crédit et organismes assimilés promulguée par le dahir n° 1-05-178 du 15 moharrem 1427 (14 février 2006), notamment son article 51 ; Vu les dispositions de la circulaire n° 40/G/2007 du 02 août 2007 relative au contrôle interne des établissements de crédit ; Après examen par le Comité des établissements de crédit, lors de sa réunion tenue en date du 08 juillet 2008. Fixe par la présente Directive les dispositions minimales que doivent observer les banques en matière de gestion du risque-pays.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,1,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,327,"Les banques ayant des engagements sur l’étranger sont tenues de se doter d’un dispositif de gestion du risque-pays destiné à identifier, mesurer et maitriser les risques liés à leurs engagements à l’égard des contreparties étrangères.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,2,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,327,"Par risque-pays, on entend la possibilité qu’une contrepartie souveraine d’un pays donné ne soit pas en mesure ou refuse et que les autres contreparties de ce pays ne soient pas en mesure de remplir leurs obligations à l’égard de l’étranger pour des considérations d’ordre sociopolitique, économique ou financier. Le risque-pays peut résulter de la limitation de la libre circulation des capitaux ou d’autres facteurs politiques ou économiques, il est alors qualifié de risque de transfert. Il peut également découler de risques autres que le risque de transfert, en liaison avec la survenance d’événements impactant la valeur des engagements sur le pays concerné.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,3,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,327,"L’organe de direction de la banque définit la politique du risque-pays, élabore les règles et les procédures nécessaires à sa mise en œuvre, désigne les personnes autorisées à constituer les positions à risque et met en place un dispositif de contrôle du respect de ces règles et procédures. Il veille également à doter l’entité en charge de la gestion de ce risque des moyens humains et matériels appropriés pour l’exercice de ses tâches. L’organe d’administration approuve la politique du risque-pays établie par l’organe de direction et en réexamine périodiquement l’adéquation et l’efficacité.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,4,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,327-328,"Les banques doivent être en mesure d’identifier les engagements au bilan (prêts de toutes natures, titres de créances, titres de participations) et en hors bilan comportant un risque-pays et de suivre l’évolution de leur valeur. 328­ L’évaluation des risques doit porter sur le volume des engagements inscrits au bilan ou en hors bilan et se fonder sur des outils internes d’analyse des risques et sur des évaluations externes reconnues. L’évaluation du risque-pays doit se faire aussi bien sur base individuelle que consolidée. Les engagements sur les personnes morales ayant leur siège social dans un pays donné incluent les risques encourus sur toutes leurs succursales, quel que soit leur pays d’implantation.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,5,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,328,"Le dispositif de calcul du risque-pays doit permettre de localiser le risque final en tenant compte des opérations de transfert de risque, de déterminer les engagements par pays sur une base consolidée et de ventiler et analyser les créances par pays, par catégorie d’emprunteurs (souverains, banques et autres emprunteurs) et échéances. Le dispositif de calcul du risque-pays doit être adapté, en fonction de l’ampleur et de la complexité des opérations du portefeuille de chaque établissement, de manière à disposer d’un outil qui soit suffisamment élaboré pour recenser tous les engagements significatifs et suffisamment détaillé pour permettre une analyse appropriée des différents types de risques.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,6,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,328,"Une contrepartie est considérée localisée dans un pays déterminé si elle y a sa résidence principale (pour une personne physique), son siège social (pour une personne morale) ou une succursale.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,7,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,328,"Les banques sont tenues de fixer des limites à leurs engagements par pays, compte tenu de l’appréciation du risque encouru, de la répartition de leurs risques et de la diversification de leurs portefeuilles. Les banques veillent à fixer les règles régissant les exceptions et à désigner les instances habilitées à autoriser les éventuels dépassements. L’organe d’administration doit être tenu régulièrement informé des dépassements autorisés et des raisons les ayant motivés.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,8,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,328,"Les limites globales d’engagement par pays doivent être fixées en fonction du degré de risque perçu du pays concerné et sur la base de critères de prudence et non par rapport à des critères commerciaux. Elles doivent être établies en rapport avec les fonds propres de chaque établissement et s’appliquer, selon le cas, avec ou sans transfert de risques.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,9,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,328,Les procédures mises en place par les banques doivent prévoir le réexamen régulier des limites fixées pour chaque pays et comporter une mise à jour de l’évaluation du risque-pays et une comparaison systématique de l’engagement et des limites. Toute modification des limites fixées doit être approuvée par l’organe d’administration.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,10,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,328-329,"Les banques doivent disposer d’un système informatique approprié permettant de veiller au respect des limites définies pour chaque pays. Tout dépassement de ces limites doit être rapidement identifié et faire l’objet d’un rapport à l’organe d’administration. 329­ La surveillance des dépassements doit être confiée à des collaborateurs disposant des qualifications requises et suffisamment indépendants des personnes qui ouvrent des positions présentant un risque-pays. Les banques constituent des provisions générales en couverture du risque- pays, compte tenu de leur propre évaluation des risques.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,12,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,329,"Les banques procèdent, de manière régulière, à l’analyse de l’impact sur leur bilan et compte de résultats, de la détérioration de la solvabilité ou des difficultés financières éventuelles du pays ou groupes de pays. Les résultats de ces évaluations doivent être portés à la connaissance de l’organe d’administration.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,13,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,329,Les engagements sur l’étranger ainsi que l’évaluation des risques y relatifs doivent être documentés de manière appropriée.,pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
Recueil des textes législatifs et réglementaires de BAM _ VF,14,,TITRE VI SYSTEMES D’INFORMATION ET DE COMMUNICATION,Chapitre IV : Notification des risques et dispositions transitoires,,,329,"Les banques communiquent à Bank Al-Maghrib, sur base individuelle et consolidée selon les modalités fixées par elle, un reporting relatif à leurs risques-pays.",pdfs/Recueil des textes législatifs et réglementaires de BAM _ VF.pdf
